Release Date,Title,Rating,Budget,Revenue,Genres,Keywords,Director,Cast,Production Companies
1971-12-14,Diamonds Are Forever,6.393,7200000,116019547,"Adventure, Action, Thriller","smuggling (contraband), fight, amsterdam, netherlands, spy, secret organization, satellite, secret agent, plastic surgery, murder, extortion, las vegas, millionaire, fingerprint, dirt bike, casino owner, old woman murdered, high dive, gender disguise, aftercreditsstinger, master villain",Guy Hamilton,"Sean Connery, Jill St. John, Charles Gray, Lana Wood, Jimmy Dean","United Artists, EON Productions, Danjaq"
1971-11-03,Fiddler on the Roof,7.694,9000000,83304330,"Drama, Romance","dream, parent child relationship, tradition, musical, based on play or musical, pogrom, milkman, russian orthodox church, judaism, tavern, constable, suitor, breaking the fourth wall, russian soldier, elopement, fiddler, 1900s",Norman Jewison,"Topol, Norma Crane, Leonard Frey, Molly Picon, Paul Mann","United Artists, Cartier Productions, The Mirisch Company"
1971-01-15,Vanishing Point,7.187,1300000,72266306,"Action, Crime, Drama","bet, vietnam veteran, hippie, police, san francisco, california, radio station, utah, nevada, 1970s, denver, colorado, auto-tuning, flashback, on the run, hitchhiker, drugs, pursuit, desert, driver, highway patrol, car chase, dodge challenger",Richard C. Sarafian,"Barry Newman, Cleavon Little, Dean Jagger, Victoria Medlin, Gilda Texter","Cupid Productions, 20th Century Fox"
1971-10-09,The French Connection,7.5,1800000,41158757,"Action, Crime, Thriller","drug dealer, new york city, police brutality, drug smuggling, undercover agent, gangster, heroin, marseille, france, night life, attempted murder, drug mule, hijacking of train",William Friedkin,"Gene Hackman, Fernando Rey, Roy Scheider, Tony Lo Bianco, Marcel Bozzuffi","D'Antoni Productions, Schine-Moore Productions, 20th Century Fox"
1971-12-22,Dirty Harry,7.461,4000000,35976000,"Action, Crime, Thriller","sniper, police, ambush, chase, ransom, san francisco, california, kidnapping, psychopath, detective, mayor, investigation, assault, swimming pool, beating, serial killer, gunfight, maniac, school bus, revolver, neo-noir",Don Siegel,"Clint Eastwood, Harry Guardino, Reni Santoni, John Vernon, Andrew Robinson","Warner Bros. Pictures, Malpaso Productions"
1971-10-27,The Burglars,7.1,0,33000000,"Action, Crime, Thriller","burglar, athens, greece, gang of thieves, dockyard, heist, theft, home invasion, cat and mouse, jewel heist, french noir, safecracker, quarry, neo-noir, corrupt police, emerald, grain silo",Henri Verneuil,"Jean-Paul Belmondo, Omar Sharif, Dyan Cannon, Robert Hossein, Nicole Calfan","Columbia Films S.A., Vides Cinematografica"
1971-10-03,The Last Picture Show,7.622,1300000,29133000,Drama,"small town, new love, based on novel or book, texas, graduation, high school graduation, billiard hall, graduation present, elopement, 1950s",Peter Bogdanovich,"Timothy Bottoms, Cybill Shepherd, Jeff Bridges, Cloris Leachman, Ellen Burstyn","BBS Productions, Columbia Pictures, Last Picture Show Productions"
1971-06-30,Carnal Knowledge,6.687,0,28623900,"Drama, Romance","friends, sexual confusion",Mike Nichols,"Jack Nicholson, Candice Bergen, Art Garfunkel, Ann-Margret, Rita Moreno",AVCO Embassy Pictures
1971-12-19,A Clockwork Orange,8.213,2200000,26589000,"Science Fiction, Crime","london, england, robbery, street gang, great britain, based on novel or book, nihilism, parent child relationship, society, sexuality, social worker, psychopath, dystopia, dark comedy, satire, juvenile delinquent, sex crime, futuristic society",Stanley Kubrick,"Malcolm McDowell, Patrick Magee, Adrienne Corri, Miriam Karlin, Michael Bates","Warner Bros. Pictures, Hawk Films"
1971-10-07,Bedknobs and Broomsticks,7.023,20000000,17900000,"Adventure, Fantasy, Comedy, Family, Music, Animation","witch, flying, nazi, world war ii, knight, live action and animation, children in wartime, farmer's market",Robert Stevenson,"Angela Lansbury, David Tomlinson, Roddy McDowall, Sam Jaffe, John Ericson",Walt Disney Productions
1971-04-23,Sweet Sweetback's Baadasssss Song,5.214,150000,15200000,"Action, Drama, Crime","mexico, black people, anti hero, pimp, black panther party, blaxploitation cinema, los angeles, california",Melvin Van Peebles,"Simon Chuckster, Melvin Van Peebles, Hubert Scales, Mario Van Peebles, John Dullaghan",Yeah
1971-06-23,Klute,6.78,2500000,12512637,"Thriller, Mystery, Crime","new york city, prostitute, cat, obsession, audio tape, detective, junkie, pimp, perversity, conspiracy, psychologist, whodunit, missing person",Alan J. Pakula,"Jane Fonda, Donald Sutherland, Charles Cioffi, Roy Scheider, Dorothy Tristan","Gus Productions, Warner Bros. Pictures"
1971-05-20,Escape from the Planet of the Apes,6.307,2500000,12400000,"Action, Science Fiction","spacecraft, dystopia, pacifism, politician, sequel, cage, chimpanzee, tease, caving",Don Taylor,"Roddy McDowall, Kim Hunter, Bradford Dillman, Natalie Trundy, Eric Braeden","APJAC Productions, 20th Century Fox"
1971-03-12,The Andromeda Strain,7.043,6500000,12376563,"Science Fiction, Thriller","biological weapon, based on novel or book, nasa, biology, new mexico, epilepsy, chemistry, secret lab, disaster, nuclear threat",Robert Wise,"Arthur Hill, David Wayne, James Olson, Kate Reid, Paula Kelly",Universal Pictures
1971-06-25,Shaft,6.5,4000000,12121618,"Action, Crime, Thriller","daughter, new york city, police, black people, ghetto, blaxploitation cinema",Gordon Parks,"Richard Roundtree, Moses Gunn, Charles Cioffi, Christopher St. John, Gwenn Mitchell","Shaft Productions, Metro-Goldwyn-Mayer"
1971-04-28,Bananas,6.675,2000000,11833696,Comedy,"revolution, political activism, loser, banana republic, anarchic comedy",Woody Allen,"Woody Allen, Louise Lasser, Carlos MontalbÃ¡n, Nati Abascal, Jacobo Morales","Jack Rollins & Charles H. Joffe Productions, United Artists"
1971-02-19,Cold Turkey,6.4,0,11000000,Comedy,"cigarette, addiction",Norman Lear,"Dick Van Dyke, Pippa Scott, Tom Poston, Edward Everett Horton, Bob Elliott","Tandem Productions, DFI"
1971-07-16,The Devils,7.452,2000000,11000000,"Drama, History","nun, chaos, christianity, inquisition, exploitation, satire, surrealism, biography, based on true story, sin, hysteria, priest, torture, catholic church, blasphemy, convent (nunnery), nunsploitation, sexual perversion",Ken Russell,"Oliver Reed, Vanessa Redgrave, Dudley Sutton, Michael Gothard, Murray Melvin",Russo Productions
1971-10-01,Play Misty for Me,6.588,725000,10600000,"Drama, Thriller","disc jockey, stalker, obsessed fan, jaguar car",Clint Eastwood,"Clint Eastwood, Jessica Walter, Donna Mills, John Larch, Jack Ging","Universal Pictures, Malpaso Productions"
1972-03-14,The Godfather,8.708,6000000,245066411,"Drama, Crime","based on novel or book, loss of loved one, love at first sight, italy, symbolism, patriarch, europe, organized crime, mafia, religion, lawyer, revenge motive, crime family, sicilian mafia, religious hypocrisy, gun violence, rise to power, dead horse, gang violence, 1940s, 1950s, mafia war, critically acclaimed",Francis Ford Coppola,"Marlon Brando, Al Pacino, James Caan, Robert Duvall, Richard S. Castellano","Paramount, Alfran Productions"
1972-04-12,Fritz the Cat,6.2,850000,90000000,"Animation, Comedy, Drama","new york city, students' movement, underground, cat, midnight movie, orgy, sexual revolution, addiction, violence against women, race riot, anthropomorphism, hallucinogenic drug, sexual freedom, grindhouse, sexual violence, drugs, adult animation",Ralph Bakshi,"Skip Hinnant, Rosetta LeNoire, John McCurry, Phil Seuling, Judy Engles","Cinemation Industries, Steve Krantz Productions, Aurica Finance Company, Fritz Productions"
1972-12-13,The Poseidon Adventure,7.096,5000000,84563118,"Adventure, Thriller, Action","new year's eve, sea, ship, prostitute, husband wife relationship, life and death, sibling relationship, based on novel or book, faith, ocean, 1970s, wave, shipwreck, natural disaster, cruise, seaquake, ocean liner, travel, disaster, capsized ship, tidal wave, disaster movie",Ronald Neame,"Gene Hackman, Ernest Borgnine, Red Buttons, Carol Lynley, Roddy McDowall","Kent Productions, 20th Century Fox"
1972-03-09,"What's Up, Doc?",7.3,4000000,66000000,"Comedy, Romance","hotel, judge, chase, san francisco, california, chaos, screwball comedy, dictionary, bag, rocks, jewels",Peter Bogdanovich,"Barbra Streisand, Ryan O'Neal, Madeline Kahn, Kenneth Mars, Austin Pendleton","Saticoy Productions, Warner Bros. Pictures"
1972-08-18,Deliverance,7.311,2000000,46122355,"Drama, Adventure, Thriller","river, banjo, strangeness, wound, wilderness, georgia, canoe, rafting, hillbilly, rapids",John Boorman,"Jon Voight, Burt Reynolds, Ned Beatty, Ronny Cox, Ed Ramey","Warner Bros. Pictures, Elmer Enterprises"
1972-09-10,Jeremiah Johnson,7.287,3100000,44700000,"Adventure, Western","based on novel or book, loss of loved one, rocky mountains, survival, snow, cabin, 19th century, mountain man, fur trapper, blackfoot",Sydney Pollack,"Robert Redford, Will Geer, Delle Bolton, Josh Albee, JoaquÃ­n MartÃ­nez","Sanford Productions (III), Warner Bros. Pictures"
1972-02-13,Cabaret,7.385,4600000,42800000,"Music, Drama, Romance","berlin, germany, nazi, entertainer, cabaret, bisexuality, musical, based on play or musical, hitler youth, gay interest, fireplace, based on short story, master of ceremonies, baron love, political unrest, english lesson, 1930s",Bob Fosse,"Liza Minnelli, Michael York, Helmut Griem, Joel Grey, Fritz Wepper","Allied Artists Pictures, ABC Pictures"
1972-09-20,The Getaway,7.074,3352254,36734619,"Action, Crime, Thriller","robbery, based on novel or book, texas, heist, con artist, murder, organized crime, on the run, bag of money, gunfight, bank robbery, double cross, neo-noir",Sam Peckinpah,"Steve McQueen, Ali MacGraw, Ben Johnson, Sally Struthers, Al Lettieri","Foster-Brower Productions, First Artists, Solar Productions"
1972-10-14,Last Tango in Paris,6.998,1250000,36182181,"Drama, Romance","paris, france, businessman, love, tragedy, relationship, extramarital affair, parisian, clandestine",Bernardo Bertolucci,"Marlon Brando, Maria Schneider, Catherine Breillat, Veronica LazÄr, Jean-Pierre LÃ©aud","United Artists, Les Productions Artistes AssociÃ©s, PEA"
1972-08-04,Super Fly,6.309,500000,30000000,"Crime, Drama","new york city, mobster, blaxploitation cinema, drugs, dealer",Gordon Parks Jr.,"Ron O'Neal, Carl Lee, Sheila Frazier, Charles McGregor, Julius Harris","Superfly Ltd., Sig Shore Productions, Warner Bros. Pictures"
1972-06-01,The Way of the Dragon,7.392,130000,27000000,"Action, Crime","martial arts, kung fu, rome, italy, colosseum, fight, culture clash, italy, gangster, restaurant, crime boss, chinese mafia, fistfight, honor, fish out of water, hong kong, east asian lead, combat, hoodlum, nunchaku, action hero, property",Bruce Lee,"Bruce Lee, Nora Miao, Chuck Norris, Wei Ping-ao, Huang Tsung-Hsun","Orange Sky Golden Harvest, Concord Productions"
1972-08-01,The Legend of Boggy Creek,4.9,160000,22000000,"Adventure, Mystery, Horror, Thriller","swamp, arkansas, based on true story, bigfoot, mockumentary, monsters of the wild, cryptozoology, docudrama, swamp monster, fake documentary, found footage, southern sasquatch, fouke monster, sasquatch, pseudo-documentary",Charles B. Pierce,"Vern Stierman, Chuck Pierce Jr., William Stumpp, Willie E. Smith, Lloyd Bowen",P & L
1972-08-06,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,6.525,2000000,18016290,Comedy,"sperm, sheep, transsexuality, orgasm, perversity, castle, sodomy, anthology, sexology, male homosexuality, king, bestiality, sex comedy, aphrodisiac, jester, anarchic comedy",Woody Allen,"Woody Allen, John Carradine, Lou Jacobi, Louise Lasser, Anthony Quayle",United Artists
1972-05-25,Frenzy,7.105,3500000,12600000,"Crime, Thriller, Horror","london, england, rape, police, girlfriend, truck, murder, serial killer, pin, ex-wife, necktie, sack, potatoes, produce seller",Alfred Hitchcock,"Jon Finch, Barry Foster, Barbara Leigh-Hunt, Anna Massey, Alec McCowen","Universal Pictures, Alfred J. Hitchcock Productions"
1972-06-08,Shaft's Big Score!,6.083,1978000,10000000,"Action, Adventure, Crime, Mystery","helicopter, bomb, gambling, cemetery, coffin, attempted murder, investigation, observer, blaxploitation cinema, grave digger",Gordon Parks,"Richard Roundtree, Moses Gunn, Drew Bundini Brown, Joseph Mascolo, Kathy Imrie","Shaft Productions, Metro-Goldwyn-Mayer"
1972-06-29,Conquest of the Planet of the Apes,6.136,1700000,9700000,"Action, Science Fiction","army, circus, dystopia, pet, insurrection, ape",J. Lee Thompson,"Roddy McDowall, Don Murray, Ricardo Montalban, Hari Rhodes, Severn Darden","APJAC Productions, 20th Century Fox"
1972-12-30,State of Siege,7.229,0,8000000,"Drama, Thriller","guerrilla warfare, curfew, martial law, torture",Costa-Gavras,"Yves Montand, Renato Salvatori, O.E. Hasse, Jacques Weber, Jean-Luc Bideau","Dieter Geissler Filmproduktion, Reggane Films, Unidis, Euro International Films"
1972-01-13,The Cowboys,7.122,6000000,7500000,"Western, Adventure, Drama, Action","based on novel or book, montana, ranch, beef, cattle drive, cattle, schoolboy",Mark Rydell,"John Wayne, Roscoe Lee Browne, Bruce Dern, Colleen Dewhurst, Alfred Barker Jr.","Sanford Productions (III), Warner Bros. Pictures"
1972-05-24,Skyjacked,6.2,1700000,6550000,"Action, Drama, Thriller","vietnam, airplane, based on novel or book, hijacking, airplane hijacking, disaster, hijack, disaster movie",John Guillermin,"Charlton Heston, Yvette Mimieux, James Brolin, Claude Akins, Jeanne Crain","Walter Seltzer Productions, Metro-Goldwyn-Mayer"
1972-07-19,Joe Kidd,6.463,0,6330000,Western,"cowboy, gun violence, steam locomotive, gunfighter, gun for hire, favorite",John Sturges,"Clint Eastwood, Robert Duvall, John Saxon, Don Stroud, Stella Garcia","Universal Pictures, Malpaso Productions"
1973-12-26,The Exorcist,7.724,12000000,441400000,Horror,"religion and supernatural, exorcism, holy water, paranormal phenomena, possession, vomit, satan, priest, ouija board, demon, strong language, catholic church, demonic possession, disturbed child, crisis of faith, sfx, supernatural horror",William Friedkin,"Ellen Burstyn, Linda Blair, Jason Miller, Max von Sydow, Lee J. Cobb","Hoya Productions, Warner Bros. Pictures"
1973-03-16,The Black Hand,7.0,0,230000000,Crime,mafia,Antonio Racioppi,"Lionel Stander, Rosanna Fratello, Michele Placido, Corrado Gaipa, Annie Carol Edel",In.Ci.S. (Industria Cinematografica Siciliana)
1973-12-25,The Sting,8.019,5500000,159616327,"Comedy, Crime, Drama","bet, chicago, illinois, repayment, horse race, con man, mafia boss, heist, caper, ragtime, off track betting, sting operation, alley, 1930s",George Roy Hill,"Paul Newman, Robert Redford, Robert Shaw, Charles Durning, Ray Walston","Universal Pictures, Zanuck/Brown Productions"
1973-08-11,American Graffiti,7.0,777000,140000000,"Comedy, Drama","farewell, california, rock 'n' roll, robbery, airplane, car race, love at first sight, radio station, radio presenter, radio, vandalism, coming of age, child, 1960s",George Lucas,"Richard Dreyfuss, Ron Howard, Paul Le Mat, Charles Martin Smith, Cindy Williams","Universal Pictures, Lucasfilm Ltd., The Coppola Company"
1973-06-27,Live and Let Die,6.485,7000000,126377836,"Adventure, Action, Thriller","new york city, london, england, sheriff, dual identity, based on novel or book, drug smuggling, bomb, england, secret mission, spy, boat, secret intelligence service, tarot cards, jamaica, drug trafficking, voodoo, tombstone, heroin, secret identity, crocodile, speedboatÂ , aftercreditsstinger",Guy Hamilton,"Roger Moore, Yaphet Kotto, Jane Seymour, Clifton James, Julius Harris","United Artists, EON Productions, Danjaq"
1973-12-13,Papillon,7.8,12000000,53267000,"Crime, Drama","prison, prison escape, jungle, solitary confinement, based on memoir or autobiography, remote island, leper colony, labor camp, corrupt official, french colonialism, devil's island, prison brutality, guyana, 1930s",Franklin J. Schaffner,"Steve McQueen, Dustin Hoffman, Victor Jory, Don Gordon, Anthony Zerbe","Allied Artists Pictures, Solar Productions, Corona-General"
1973-10-17,The Way We Were,6.9,5000000,50000000,"Drama, Romance","based on novel or book, communist, politics, anti-communism, mccarthyism, 1940s, 1950s",Sydney Pollack,"Barbra Streisand, Robert Redford, Bradford Dillman, Lois Chiles, Patrick O'Neal","Tom Ward Enterprises, Columbia Pictures, Rastar Productions"
1973-12-29,Submersion of Japan,6.781,18596000,49651320,"Thriller, Science Fiction, Drama","based on novel or book, natural disaster",ShirÅ Moritani,"Keiju Kobayashi, Hiroshi Fujioka, Ayumi Ishida, TetsurÅ Tamba, ShÅgo Shimada","Toho Eizo Co., Toho Pictures, TOHO"
1973-12-13,Magnum Force,7.137,0,39768000,"Drama, Crime, Action","uniform, arbitrary law, investigation, covered investigation, inspector, vigilante, bad cop",Ted Post,"Clint Eastwood, Hal Holbrook, Mitchell Ryan, David Soul, Tim Matheson","Warner Bros. Pictures, Malpaso Productions"
1973-11-08,Robin Hood,7.289,5000000,32056467,"Animation, Family","hero, right and justice, fox, robin hood, forest, animal as human, sherwood forest, outlaw, teacher, thief, bear",Wolfgang Reitherman,"Brian Bedford, Phil Harris, Andy Devine, Monica Evans, Peter Ustinov",Walt Disney Productions
1973-05-09,Paper Moon,7.9,2500000,30900000,"Comedy, Crime, Drama","friendship, funeral, missouri, bible, con man, carnival, great depression, aunt, road trip, kansas, usa, con, tween girl",Peter Bogdanovich,"Ryan O'Neal, Tatum O'Neal, Madeline Kahn, John Hillerman, Jessie Lee Fulton","The Directors Company, Saticoy Productions, Paramount"
1973-12-18,Serpico,7.543,3000000,29800000,"Crime, Drama, History","new york city, corruption, hippie, police, idealism, idealist, money, undercover cop, internal affairs, police corruption, social justice, police vigilantism, whistleblower, fighting the system",Sidney Lumet,"Al Pacino, John Randolph, Jack Kehoe, Biff McGuire, Barbara Eda-Young","De Laurentiis Entertainment Group, Artists Entertainment Complex, Produzioni De Laurentiis - International Manufacturing Company, Paramount"
1973-12-11,The Three Musketeers,6.8,0,22018000,"Action, Adventure, Comedy","france, paris, france, based on novel or book, swordplay, fight, satire, dressmaker, louis xiii, sword fight, swordsman, musketeer, extramarital affair, swashbuckler, diamond theft, sword duel, queen of france, diamond necklace, cardinal, 17th century, queen jewels, queen anne, 1620s, swordsplay, swordsman/swordswoman supporting character",Richard Lester,"Michael York, Oliver Reed, Richard Chamberlain, Frank Finlay, Faye Dunaway","Film Trust S.A., 20th Century Fox, Alexander, Michael and Ilya Salkind Productions"
1973-08-17,Enter the Dragon,7.4,10000000,21485066,Action,"island, martial arts, kung fu, temple, monk, spy, shaolin, sister, hong kong, shaolin monk, east asian lead, martial arts tournament, crime lord",Robert Clouse,"Bruce Lee, John Saxon, Jim Kelly, Sek Kin, Ahna Capri","Concord Productions, Warner Bros. Pictures, Orange Sky Golden Harvest, Sequoia Pictures"
1973-12-17,Sleeper,6.902,2000000,18344729,"Comedy, Science Fiction","future, government, revolution, dystopia, satire, control, robot, tyranny, cyrogenics, anarchic comedy",Woody Allen,"Woody Allen, Diane Keaton, John Beck, Mary Gregory, Brian Avery","Rollins-Joffe Productions, United Artists"
1973-05-25,A Touch of Class,6.3,0,18312000,"Comedy, Romance","taxi, spain, resort, love affair",Melvin Frank,"George Segal, Glenda Jackson, Paul Sorvino, K Callan, Cec Linder","Brut Productions, Joseph E. Levine Productions"
1973-05-15,The Day of the Jackal,7.494,0,16056255,"Action, Thriller","assassin, assassination, france, paris, france, based on novel or book, police, hitman, traitor, castle, fake identity, disguise, denunciation",Fred Zinnemann,"Edward Fox, Terence Alexander, Michel Auclair, Alan Badel, Tony Britton","Universal Productions France S.A., Warwick Productions, Warwick Film Productions, Universal Pictures"
1973-04-19,High Plains Drifter,7.4,5500000,15700000,"Western, Drama, Mystery","gunslinger, outlaw",Clint Eastwood,"Clint Eastwood, Verna Bloom, Marianna Hill, Mitchell Ryan, Jack Ging","Malpaso Productions, Universal Pictures"
1973-04-10,Class of '44,5.2,0,13843000,Drama,"world war ii, college, autobiography, sequel, coming of age, 1940s",Paul Bogart,"Gary Grimes, Jerry Houser, Oliver Conant, Deborah Winters, William Atherton",Warner Bros. Pictures
1973-08-15,Jesus Christ Superstar,7.038,0,13200000,"Music, Drama","dance, israel, christianity, crucifixion, musical, judas, religion, rock opera, jesus christ, non-traditional casting",Norman Jewison,"Ted Neeley, Carl Anderson, Yvonne Elliman, Barry Dennen, Bob Bingham",Universal Pictures
1974-02-07,Blazing Saddles,7.265,2600000,119500000,"Western, Comedy","governor, saloon, gun, parody, marching band, breaking the fourth wall, spoof, railroad, interrupted hanging, cowboy, western town, western spoof, ceremony, frontier town, saloon girl, coot, self-referential, anarchic comedy, anachronistic",Mel Brooks,"Cleavon Little, Gene Wilder, Slim Pickens, Harvey Korman, Madeline Kahn","Crossbow Productions, Warner Bros. Pictures"
1974-12-14,The Towering Inferno,7.024,14000000,116000000,"Action, Drama, Thriller","rescue, helicopter, fire, san francisco, california, skyscraper, fire engine, survival, disaster, explosion, tragic event, trapped, elevator, disaster movie, firefighter, world's tallest building, trapped in burning building",John Guillermin,"Steve McQueen, Paul Newman, William Holden, Faye Dunaway, Fred Astaire","Warner Bros. Pictures, 20th Century Fox, Irwin Allen Productions"
1974-12-20,The Godfather Part II,8.6,13000000,102600000,"Drama, Crime","italian american, cuba, italy, gangster, praise, symbolism, melancholy, revenge, organized crime, mafia, lawyer, suburb, corrupt politician",Francis Ford Coppola,"Al Pacino, Robert Duvall, Diane Keaton, Robert De Niro, John Cazale","Paramount, The Coppola Company"
1974-12-01,The Man with the Golden Gun,6.441,7000000,97572000,"Adventure, Action, Thriller","gold, exotic island, martial arts, assassin, london, england, based on novel or book, england, hitman, secret mission, villain, bangkok, thailand, thailand, floatplane, karate, hong kong, duel, secret service, aftercreditsstinger",Guy Hamilton,"Roger Moore, Christopher Lee, Britt Ekland, Maud Adams, HervÃ© Villechaize","United Artists, EON Productions, Danjaq"
